commodity_code,commodity_description,duty_expression,standardised_commodity_code
2922180000,"Oxygen-function amino-compounds
-	Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof
-	-	2-(N,N-Diisopropylamino)ethanol
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922180000
2922190000,"Oxygen-function amino-compounds
-	Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof
-	-	Other
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922190000
2922210000,"Oxygen-function amino-compounds
-	Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof
-	-	Aminohydroxynaphthalenesulphonic acids and their salts
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922210000
2922290000,"Oxygen-function amino-compounds
-	Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof
-	-	Other
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922290000
2922310000,"Oxygen-function amino-compounds
-	Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof
-	-	Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922310000
2922390000,"Oxygen-function amino-compounds
-	Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof
-	-	Other
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922390000
2922410000,"Oxygen-function amino-compounds
-	Amino-acids, other than those containing more than one kind of oxygen function, and their esters; salts thereof
-	-	Lysine and its esters; salts thereof
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922410000
2922420000,"Oxygen-function amino-compounds
-	Amino-acids, other than those containing more than one kind of oxygen function, and their esters; salts thereof
-	-	Glutamic acid and its salts
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922420000
2922430000,"Oxygen-function amino-compounds
-	Amino-acids, other than those containing more than one kind of oxygen function, and their esters; salts thereof
-	-	Anthranilic acid and its salts
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922430000
2922440000,"Oxygen-function amino-compounds
-	Amino-acids, other than those containing more than one kind of oxygen function, and their esters; salts thereof
-	-	Tilidine (INN) and its salts
		-	for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
		-	for fitting to or equipping such ships, boats or other vessels;
		-	for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
		-	for equipping the above platforms;
		-	for linking these drilling or production platforms to the mainland",0.0%,2922440000
